Base Year,Year,Indicator,Frequency,Revision,Industry,Subindustry,Institutional Sector,Quarter,Current Price,Constant Price,Unit,Sector Name,Period,Price Difference
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Manufacturing,N/A,,N/A,3921595.873,2825935.31,₹ Crore,Manufacturing,2023-24-Annual,1095660.563
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,766435.4241,382775.9055,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2023-24-Annual,383659.5186
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Construction,N/A,,N/A,2401618.316,1437788.104,₹ Crore,Construction,2023-24-Annual,963830.212
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,2812001.142,1797187.705,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,1014813.437
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,316533.6895,202370.9304,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,114162.7591
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,3128534.832,1999558.635,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,1128976.197
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,178709.165,101345.1472,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,77364.0178
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,773645.6263,462922.2801,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,310723.3462
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,22496.12426,15166.13363,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,7329.99063
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,33101.60635,9975.072528,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,23126.53382
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,183436.7433,100118.8198,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,83317.9235
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,28210.46705,20112.33347,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,8098.13358
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,480370.5681,285337.5637,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,195033.0044
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,1699970.3,994977.3505,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,704992.9495
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Financial Services,N/A,,N/A,1598185.162,972874.2439,₹ Crore,Financial Services,2023-24-Annual,625310.9181
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,4645967.98,2841712.23,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2023-24-Annual,1804255.75
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Public Administration and Defence,N/A,,N/A,1599733.828,849380.7529,₹ Crore,Public Administration and Defence,2023-24-Annual,750353.0751
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Other Services,N/A,,N/A,2240636.256,1149180.057,₹ Crore,Other Services,2023-24-Annual,1091456.199
2011-12,2023-24,Gross Value Added,Annual,First Revised Estimates,Total Gross Value Added,N/A,,N/A,27412888.05,16151476.51,₹ Crore,Total Gross Value Added,2023-24-Annual,11261411.54
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Public Non-Financial Corporations,N/A,1530261.875,,₹ Crore,Public Non-Financial Corporations,2023-24-Annual,1530261.875
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Private Non-Financial Corporations,N/A,8593551.209,,₹ Crore,Private Non-Financial Corporations,2023-24-Annual,8593551.209
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Public Financial Corporations,N/A,714051.7165,,₹ Crore,Public Financial Corporations,2023-24-Annual,714051.7165
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Private Financial Corporations,N/A,944003.2668,,₹ Crore,Private Financial Corporations,2023-24-Annual,944003.2668
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,General Government,N/A,2455781.39,,₹ Crore,General Government,2023-24-Annual,2455781.39
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Households Including NPISH,N/A,12078453.09,,₹ Crore,Households Including NPISH,2023-24-Annual,12078453.09
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,,N/A,Total Gross Value Added,N/A,26316102.55,,₹ Crore,Total Gross Value Added,2023-24-Annual,26316102.55
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,3197007.263,3014741.448,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2023-24-Annual,182265.815
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,1270858.09,1216107.404,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2023-24-Annual,54750.686
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,380497.0282,393690.2226,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2023-24-Annual,-13193.1944
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,269192.8493,257086.9799,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2023-24-Annual,12105.8694
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,5117555.231,4881626.055,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2023-24-Annual,235929.176
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Mining and Quarrying,N/A,,N/A,538029.6026,518001.6244,₹ Crore,Mining and Quarrying,2023-24-Annual,20027.9782
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,448295.7013,454430.1966,₹ Crore,Manufacturing,2023-24-Annual,-6134.4953
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,392972.5194,378759.776,₹ Crore,Manufacturing,2023-24-Annual,14212.7434
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,Metal Products,,N/A,520020.5149,621515.4765,₹ Crore,Manufacturing,2023-24-Annual,-101494.9616
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,Machinery and Equipment,,N/A,949527.3538,885511.6258,₹ Crore,Manufacturing,2023-24-Annual,64015.728
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,Other Manufactured Goods,,N/A,1547766.505,1584455.86,₹ Crore,Manufacturing,2023-24-Annual,-36689.355
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Manufacturing,N/A,,N/A,3858582.595,3924672.935,₹ Crore,Manufacturing,2023-24-Annual,-66090.34
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,732200.3523,652764.5263,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2023-24-Annual,79435.826
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Construction,N/A,,N/A,2277316.968,2318265.807,₹ Crore,Construction,2023-24-Annual,-40948.839
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",N/A,,N/A,3714570.704,3594280.771,₹ Crore,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",2023-24-Annual,120289.933
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,1915461.065,1854261.022,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,61200.043
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,339577.0128,321172.6032,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,18404.4096
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,2255038.077,2175433.625,₹ Crore,"Trade, Repair, Hotels and Restaurants",2023-24-Annual,79604.452
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,155008.9612,152525.6888,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,2483.2724
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,677949.3968,635051.7016,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,42897.6952
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,20686.7141,20493.25908,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,193.45502
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,36773.78233,24613.60132,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,12160.18101
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,148269.7501,140043.3207,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,8226.4294
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,30798.66575,25869.00582,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,4929.65993
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,390045.3558,420250.9786,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,-30205.6228
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,1459532.626,1418847.556,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2023-24-Annual,40685.07
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Financial, Real Estate & Professional Services",N/A,,N/A,6673409.325,6346958.763,₹ Crore,"Financial, Real Estate & Professional Services",2023-24-Annual,326450.562
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Financial Services,N/A,,N/A,1658054.983,1589213.904,₹ Crore,Financial Services,2023-24-Annual,68841.079
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,5015354.341,4757744.858,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2023-24-Annual,257609.483
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,"Public Administration, Defence & Other Services",N/A,,N/A,3404437.771,3244649.306,₹ Crore,"Public Administration, Defence & Other Services",2023-24-Annual,159788.465
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Public Administration and Defence,N/A,,N/A,1496518.118,1433660.309,₹ Crore,Public Administration and Defence,2023-24-Annual,62857.809
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Other Services,N/A,,N/A,1907919.653,1810988.996,₹ Crore,Other Services,2023-24-Annual,96930.657
2022-23,2023-24,Gross Value Added,Annual,Final Estimates,Total Gross Value Added,N/A,,N/A,26316102.55,25481220.2,₹ Crore,Total Gross Value Added,2023-24-Annual,834882.35
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,4477171.325,2182582.141,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2022-23-Annual,2294589.184
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,Mining and Quarrying,N/A,,N/A,705034.2868,335810.2558,₹ Crore,Mining and Quarrying,2022-23-Annual,369224.031
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,Manufacturing,N/A,,N/A,3574403.636,2509365.816,₹ Crore,Manufacturing,2022-23-Annual,1065037.82
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,758958.9067,339659.9673,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2022-23-Annual,419298.9394
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,Construction,N/A,,N/A,2004177.798,1171314.818,₹ Crore,Construction,2022-23-Annual,832862.98
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",N/A,,N/A,4388211.977,2712235.228,₹ Crore,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",2022-23-Annual,1675976.749
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",N/A,,N/A,5198108.45,3284129.771,₹ Crore,"Financial, Real Estate & Professional Services",2022-23-Annual,1913978.679
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",N/A,,N/A,3620148.23,1983575.331,₹ Crore,"Public Administration, Defence & Other Services",2022-23-Annual,1636572.899
2011-12,2022-23,Gross Value Added,Annual,First Advance Estimates,Total Gross Value Added,N/A,,N/A,24726214.61,14518673.33,₹ Crore,Total Gross Value Added,2022-23-Annual,10207541.28
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,4520817.98,2221092.257,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2022-23-Annual,2299725.723
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,Mining and Quarrying,N/A,,N/A,584763.2647,320897.6386,₹ Crore,Mining and Quarrying,2022-23-Annual,263865.6261
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,Manufacturing,N/A,,N/A,3623283.841,2596857.634,₹ Crore,Manufacturing,2022-23-Annual,1026426.207
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,740601.9543,345037.9708,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2022-23-Annual,395563.9835
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,Construction,N/A,,N/A,2021175.515,1232337.757,₹ Crore,Construction,2022-23-Annual,788837.758
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",N/A,,N/A,4475544.346,2804869.874,₹ Crore,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",2022-23-Annual,1670674.472
2011-12,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Financial, Real Estate & Professional Services",N/A,,N/A,5294692.103,3311208.058,₹ Crore,"Financial, Real Estate & Professional Services",2022-23-Annual,1983484.045
